time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1721411603459129900,27.6361298828125,-0.39648041129112244,-0.06335153430700302,0.12264148145914078,0.9076062440872192,-0.01844760589301586,-0.27636006474494934,0.8211504220962524
1721411603476273000,27.65327294921875,-0.3972010910511017,-0.06425779312849045,0.12226889282464981,0.9072775840759277,-0.02023821696639061,-0.27641674876213074,0.8225000500679016
1721411603493405200,27.6704052734375,-0.3982859253883362,-0.06441008299589157,0.12082584202289581,0.9069845080375671,-0.021390320733189583,-0.27389323711395264,0.8246110677719116
1721411603510561800,27.687561767578124,-0.4006768465042114,-0.06322162598371506,0.11872704327106476,0.9062918424606323,-0.020179718732833862,-0.26910170912742615,0.8298075795173645
1721411603527712800,27.704712646484374,-0.4032573997974396,-0.06071322038769722,0.11694424599409103,0.9055504202842712,-0.016201719641685486,-0.26381343603134155,0.8357566595077515
1721411603544843500,27.721843505859376,-0.40607914328575134,-0.05824851244688034,0.11569885164499283,0.904610812664032,-0.011814631521701813,-0.2595357596874237,0.8423346281051636
1721411603562009000,27.739009033203125,-0.4090244174003601,-0.05659430846571922,0.11539620161056519,0.9034268260002136,-0.008126207627356052,-0.25764188170433044,0.8492206335067749
1721411603579150600,27.756150634765625,-0.41131454706192017,-0.05552314966917038,0.11629008501768112,0.9023382067680359,-0.0046935598365962505,-0.2584071755409241,0.8547765016555786
1721411603596281000,27.773281005859374,-0.41294318437576294,-0.05504787340760231,0.11787078529596329,0.9014179706573486,-0.001960771856829524,-0.26091527938842773,0.8588883876800537
1721411603613430000,27.790429931640624,-0.4141272306442261,-0.05571985989809036,0.11944591999053955,0.9006257653236389,-0.0014854746405035257,-0.26437118649482727,0.8617856502532959
1721411603630589200,27.807589111328124,-0.41485121846199036,-0.057026706635951996,0.12091416120529175,0.9000145792961121,-0.002413212787359953,-0.26816681027412415,0.8635003566741943
1721411603647720400,27.824720458984373,-0.41551169753074646,-0.05803196504712105,0.1221553161740303,0.8994779586791992,-0.0029924786649644375,-0.27129361033439636,0.865081787109375
1721411603664887000,27.841886962890626,-0.41586923599243164,-0.05850989744067192,0.12329573184251785,0.8991259932518005,-0.002768870908766985,-0.27378949522972107,0.8660619258880615
1721411603682016300,27.859016357421876,-0.4158615171909332,-0.05923520028591156,0.12416911125183105,0.8989619016647339,-0.003352981759235263,-0.2760048508644104,0.8661026954650879
1721411603699158000,27.876157958984376,-0.4158271253108978,-0.06064673513174057,0.12421493977308273,0.8988773226737976,-0.005951437633484602,-0.27728471159935,0.8657465577125549
1721411603716305200,27.89330517578125,-0.4159843921661377,-0.06198764964938164,0.1232653558254242,0.8988438844680786,-0.009232782758772373,-0.2766810357570648,0.8656082153320312
1721411603733449700,27.91044970703125,-0.41649678349494934,-0.06232849508523941,0.12154783308506012,0.8988168835639954,-0.011213240213692188,-0.2738268971443176,0.8663103580474854
1721411603750595000,27.927594970703126,-0.41730472445487976,-0.06136315315961838,0.11949469149112701,0.8987838625907898,-0.010968436487019062,-0.26925575733184814,0.867877185344696
1721411603767738600,27.944738525390626,-0.4179838299751282,-0.059793874621391296,0.11759769171476364,0.8988242745399475,-0.009511304087936878,-0.2644568681716919,0.8693062663078308
1721411603784891000,27.961890869140625,-0.41853031516075134,-0.058711741119623184,0.11602857708930969,0.8988451957702637,-0.008717179298400879,-0.26067081093788147,0.8704103231430054
1721411603802030800,27.97903076171875,-0.4188508689403534,-0.058198343962430954,0.11527541279792786,0.8988262414932251,-0.008331662975251675,-0.2588592767715454,0.8710708618164062
1721411603819177700,27.996177734375,-0.41912543773651123,-0.05799880996346474,0.11528340727090836,0.8987100720405579,-0.007873919792473316,-0.2587064504623413,0.8717318773269653
1721411603836324400,28.013324462890626,-0.41938963532447815,-0.05781082063913345,0.11555317044258118,0.8985642790794373,-0.0072105019353330135,-0.25904178619384766,0.8724242448806763
1721411603853468200,28.03046826171875,-0.4195319712162018,-0.05731574073433876,0.1158568263053894,0.8984904885292053,-0.005983900278806686,-0.2591759264469147,0.8729066848754883
1721411603870625500,28.04762548828125,-0.41953182220458984,-0.05648893117904663,0.11604797095060349,0.8985182046890259,-0.004283724818378687,-0.25882023572921753,0.873104989528656
1721411603887755300,28.06475537109375,-0.4193190038204193,-0.05543593317270279,0.1164645254611969,0.8986292481422424,-0.002028625225648284,-0.2586829662322998,0.8729150295257568
1721411603904911600,28.08191162109375,-0.41876673698425293,-0.05430423468351364,0.11713003367185593,0.8988693356513977,0.0004919018829241395,-0.2589345872402191,0.8720287084579468
1721411603922071600,28.099071533203126,-0.41783180832862854,-0.05332793667912483,0.11800091713666916,0.8992488384246826,0.002792550018057227,-0.25969791412353516,0.8702967166900635
1721411603939206400,28.116206298828125,-0.4166035056114197,-0.05277286842465401,0.11905015259981155,0.8997130990028381,0.004381102509796619,-0.261150985956192,0.8678658604621887
1721411603956340200,28.13334033203125,-0.4152812659740448,-0.05250290036201477,0.12038601189851761,0.900162398815155,0.005661076866090298,-0.2633752226829529,0.8652389049530029
1721411603973490700,28.15049072265625,-0.41392257809638977,-0.05202638730406761,0.12183217704296112,0.9006211161613464,0.007405857555568218,-0.26563191413879395,0.8626013994216919
1721411603990632700,28.1676328125,-0.41228610277175903,-0.05085984244942665,0.12319810688495636,0.9012523889541626,0.010275352746248245,-0.26716989278793335,0.8594601154327393
1721411604007780900,28.18478076171875,-0.41022080183029175,-0.049347370862960815,0.12432170659303665,0.9021240472793579,0.013444079086184502,-0.2679901421070099,0.8553693294525146
1721411604024926500,28.201926513671875,-0.4078495502471924,-0.04826796054840088,0.12462933361530304,0.9032145738601685,0.015002251602709293,-0.26769185066223145,0.8503100275993347
1721411604042071800,28.21907177734375,-0.4054981768131256,-0.04782499372959137,0.12401929497718811,0.9043801426887512,0.01458978932350874,-0.2662413418292999,0.8449514508247375
1721411604059221000,28.236220947265625,-0.4031161367893219,-0.04743672534823418,0.12254850566387177,0.9056649804115295,0.013338918797671795,-0.26325085759162903,0.839317798614502
1721411604076376800,28.253376953125,-0.40058255195617676,-0.04652005061507225,0.12040343880653381,0.9071232080459595,0.01247941143810749,-0.25858384370803833,0.8333100080490112
1721411604093522200,28.270522216796873,-0.39785701036453247,-0.04522668942809105,0.11800793558359146,0.908701479434967,0.012091102078557014,-0.25315073132514954,0.8269138336181641
1721411604110651100,28.287651123046874,-0.39529791474342346,-0.04430829733610153,0.11564060300588608,0.9101668000221252,0.01110940333455801,-0.24807095527648926,0.8208509683609009
1721411604127790800,28.304790771484374,-0.39308300614356995,-0.04382326081395149,0.1134810522198677,0.911420464515686,0.009616442024707794,-0.2437157928943634,0.8155435919761658
1721411604144947000,28.321947021484377,-0.3912563920021057,-0.042994026094675064,0.1118321418762207,0.9124491810798645,0.00931759923696518,-0.24002373218536377,0.8112899661064148
1721411604162091500,28.339091552734374,-0.389414519071579,-0.04160704091191292,0.11054337024688721,0.9134579300880432,0.010370832867920399,-0.23655834794044495,0.8071886301040649
1721411604179238700,28.35623876953125,-0.38768118619918823,-0.04062582179903984,0.10956894606351852,0.9143562912940979,0.010961643420159817,-0.23399946093559265,0.8033241033554077
